ћес€ц	—реднее число п€тен
04.1878	0.1
05.1878	5.9
06.1878	6.4
07.1878	0.1
08.1878	0.0
09.1878	5.3
10.1878	1.1
11.1878	4.1
12.1878	0.5
01.1879	1.0
02.1879	0.6
03.1879	0.0
04.1879	6.2
05.1879	2.4
06.1879	4.8
07.1879	7.5
08.1879	10.7
09.1879	6.1
10.1879	12.3
11.1879	13.1
12.1879	7.3
01.1880	24.0
02.1880	27.2
03.1880	19.3
04.1880	19.5
05.1880	23.5
06.1880	34.1
07.1880	21.9
08.1880	48.1
09.1880	66.0
10.1880	43.0
11.1880	30.7
12.1880	29.6
01.1881	36.4
02.1881	53.2
03.1881	51.5
04.1881	51.6
05.1881	43.5
06.1881	60.5
07.1881	76.9
08.1881	58.4
09.1881	53.2
10.1881	64.4
11.1881	54.8
12.1881	47.3
01.1882	45.0
02.1882	69.5
03.1882	66.8
04.1882	95.8
05.1882	64.1
06.1882	45.2
07.1882	45.4
08.1882	40.4
09.1882	57.7
10.1882	59.2
11.1882	84.4
12.1882	41.8
01.1883	60.6
02.1883	46.9
03.1883	42.8
04.1883	82.1
05.1883	31.5
06.1883	76.3
07.1883	80.6
08.1883	46.0
09.1883	52.6
10.1883	83.8
11.1883	84.5
12.1883	75.9
01.1884	91.5
02.1884	86.9
03.1884	87.5
04.1884	76.1
05.1884	66.5
06.1884	51.2
07.1884	53.1
08.1884	55.8
09.1884	61.9
10.1884	47.8
11.1884	36.6
12.1884	47.2
01.1885	42.8
02.1885	71.8
03.1885	49.8
04.1885	55.0
05.1885	73.0
06.1885	83.7
07.1885	66.5
08.1885	50.0
09.1885	39.6
10.1885	38.7
11.1885	30.9
12.1885	21.7
01.1886	29.9
02.1886	25.9
03.1886	57.3
04.1886	43.7
05.1886	30.7
06.1886	27.1
07.1886	30.3
08.1886	16.9
09.1886	21.4
10.1886	8.6
11.1886	0.3
12.1886	13.0
01.1887	10.3
02.1887	13.2
03.1887	4.2
04.1887	6.9
05.1887	20.0
06.1887	15.7
07.1887	23.3
08.1887	21.4
09.1887	7.4
10.1887	6.6
11.1887	6.9
12.1887	20.7
01.1888	12.7
02.1888	7.1
03.1888	7.8
04.1888	5.1
05.1888	7.0
06.1888	7.1
07.1888	3.1
08.1888	2.8
09.1888	8.8
10.1888	2.1
11.1888	10.7
12.1888	6.7
01.1889	0.8
02.1889	8.5
03.1889	6.7
04.1889	4.3
05.1889	2.4
06.1889	6.4
07.1889	9.4
08.1889	20.6
09.1889	6.5
10.1889	2.1
11.1889	0.2
12.1889	6.7
01.1890	5.3
02.1890	0.6
03.1890	5.1
04.1890	1.6
05.1890	4.8
06.1890	1.3
07.1890	11.6
08.1890	8.5
09.1890	17.2
10.1890	11.2
11.1890	9.6
12.1890	7.8
01.1891	13.5
02.1891	22.2
03.1891	10.4
04.1891	20.5
05.1891	41.1
06.1891	48.3
07.1891	58.8
08.1891	33.0
09.1891	53.8
10.1891	51.5
11.1891	41.9
12.1891	32.5
01.1892	69.1
02.1892	75.6
03.1892	49.9
04.1892	69.6
05.1892	79.6
06.1892	76.3
07.1892	76.5
08.1892	101.4
09.1892	62.8
10.1892	70.5
11.1892	65.4
12.1892	78.6
01.1893	75.0
02.1893	73.0
03.1893	65.7
04.1893	88.1
05.1893	84.7
06.1893	89.9
07.1893	88.6
08.1893	129.2
09.1893	77.9
10.1893	80.0
11.1893	75.1
12.1893	93.8
01.1894	83.2
02.1894	84.6
03.1894	52.3
04.1894	81.6
05.1894	101.2
06.1894	98.9
07.1894	106.0
08.1894	70.3
09.1894	65.9
10.1894	75.5
11.1894	56.6
12.1894	60.0
01.1895	63.3
02.1895	67.2
03.1895	61.0
04.1895	76.9
05.1895	67.5
06.1895	71.5
07.1895	47.8
08.1895	68.9
09.1895	57.7
10.1895	67.9
11.1895	47.2
12.1895	70.7
01.1896	29.0
02.1896	57.4
03.1896	52.0
04.1896	43.8
05.1896	27.7
06.1896	49.0
07.1896	45.0
08.1896	27.2
09.1896	61.3
10.1896	28.7
11.1896	38.0
12.1896	42.6
01.1897	40.6
02.1897	29.4
03.1897	29.1
04.1897	31.0
05.1897	20.0
06.1897	11.3
07.1897	27.6
08.1897	21.8
09.1897	48.1
10.1897	14.3
11.1897	8.4
12.1897	33.3
01.1898	30.2
02.1898	36.4
03.1898	38.3
04.1898	14.5
05.1898	25.8
06.1898	22.3
07.1898	9.0
08.1898	31.4
09.1898	34.8
10.1898	34.4
11.1898	30.9
12.1898	12.6
01.1899	19.5
02.1899	9.2
03.1899	18.1
04.1899	14.2
05.1899	7.7
06.1899	20.5
07.1899	13.5
08.1899	2.9
09.1899	8.4
10.1899	13.0
11.1899	7.8
12.1899	10.5
01.1900	9.4
02.1900	13.6
03.1900	8.6
04.1900	16.0
05.1900	15.2
06.1900	12.1
07.1900	8.3
08.1900	4.3
09.1900	8.3
10.1900	12.9
11.1900	4.5
12.1900	0.3
01.1901	0.2
02.1901	2.4
03.1901	4.5
04.1901	0.0
05.1901	10.2
06.1901	5.8
07.1901	0.7
08.1901	1.0
09.1901	0.6
10.1901	3.7
11.1901	3.8
12.1901	0.0
01.1902	5.5
02.1902	0.0
03.1902	12.4
04.1902	0.0
05.1902	2.8
06.1902	1.4
07.1902	0.9
08.1902	2.3
09.1902	7.6
10.1902	16.3
11.1902	10.3
12.1902	1.1
01.1903	8.3
02.1903	17.0
03.1903	13.5
04.1903	26.1
05.1903	14.6
06.1903	16.3
07.1903	27.9
08.1903	28.8
09.1903	11.1
10.1903	38.9
11.1903	44.5
12.1903	45.6
01.1904	31.6
02.1904	24.5
03.1904	37.2
04.1904	43.0
05.1904	39.5
06.1904	41.9
07.1904	50.6
08.1904	58.2
09.1904	30.1
10.1904	54.2
11.1904	38.0
12.1904	54.6
01.1905	54.8
02.1905	85.8
03.1905	56.5
04.1905	39.3
05.1905	48.0
06.1905	49.0
07.1905	73.0
08.1905	58.8
09.1905	55.0
10.1905	78.7
11.1905	107.2
12.1905	55.5
01.1906	45.5
02.1906	31.3
03.1906	64.5
04.1906	55.3
05.1906	57.7
06.1906	63.2
07.1906	103.6
08.1906	47.7
09.1906	56.1
10.1906	17.8
11.1906	38.9
12.1906	64.7
01.1907	76.4
02.1907	108.2
03.1907	60.7
04.1907	52.6
05.1907	42.9
06.1907	40.4
07.1907	49.7
08.1907	54.3
09.1907	85.0
10.1907	65.4
11.1907	61.5
12.1907	47.3
01.1908	39.2
02.1908	33.9
03.1908	28.7
04.1908	57.6
05.1908	40.8
06.1908	48.1
07.1908	39.5
08.1908	90.5
09.1908	86.9
10.1908	32.3
11.1908	45.5
12.1908	39.5
01.1909	56.7
02.1909	46.6
03.1909	66.3
04.1909	32.3
05.1909	36.0
06.1909	22.6
07.1909	35.8
08.1909	23.1
09.1909	38.8
10.1909	58.4
11.1909	55.8
12.1909	54.2
01.1910	26.4
02.1910	31.5
03.1910	21.4
04.1910	8.4
05.1910	22.2
06.1910	12.3
07.1910	14.1
08.1910	11.5
09.1910	26.2
10.1910	38.3
11.1910	4.9
12.1910	5.8
01.1911	3.4
02.1911	9.0
03.1911	7.8
04.1911	16.5
05.1911	9.0
06.1911	2.2
07.1911	3.5
08.1911	4.0
09.1911	4.0
10.1911	2.6
11.1911	4.2
12.1911	2.2
01.1912	0.3
02.1912	0.0
03.1912	4.9
04.1912	4.5
05.1912	4.4
06.1912	4.1
07.1912	3.0
08.1912	0.3
09.1912	9.5
10.1912	4.6
11.1912	1.1
12.1912	6.4
01.1913	2.3
02.1913	2.9
03.1913	0.5
04.1913	0.9
05.1913	0.0
06.1913	0.0
07.1913	1.7
08.1913	0.2
09.1913	1.2
10.1913	3.1
11.1913	0.7
12.1913	3.8
01.1914	2.8
02.1914	2.6
03.1914	3.1
04.1914	17.3
05.1914	5.2
06.1914	11.4
07.1914	5.4
08.1914	7.7
09.1914	12.7
10.1914	8.2
11.1914	16.4
12.1914	22.3
01.1915	23.0
02.1915	42.3
03.1915	38.8
04.1915	41.3
05.1915	33.0
06.1915	68.8
07.1915	71.6
08.1915	69.6
09.1915	49.5
10.1915	53.5
11.1915	42.5
12.1915	34.5
01.1916	45.3
02.1916	55.4
03.1916	67.0
04.1916	71.8
05.1916	74.5
06.1916	67.7
07.1916	53.5
08.1916	35.2
09.1916	45.1
10.1916	50.7
11.1916	65.6
12.1916	53.0
01.1917	74.7
02.1917	71.9
03.1917	94.8
04.1917	74.7
05.1917	114.1
06.1917	114.9
07.1917	119.8
08.1917	154.5
09.1917	129.4
10.1917	72.2
11.1917	96.4
12.1917	129.3
01.1918	96.0
02.1918	65.3
03.1918	72.2
04.1918	80.5
05.1918	76.7
06.1918	59.4
07.1918	107.6
08.1918	101.7
09.1918	79.9
10.1918	85.0
11.1918	83.4
12.1918	59.2
01.1919	48.1
02.1919	79.5
03.1919	66.5
04.1919	51.8
05.1919	88.1
06.1919	111.2
07.1919	64.7
08.1919	69.0
09.1919	54.7
10.1919	52.8
11.1919	42.0
12.1919	34.9
01.1920	51.1
02.1920	53.9
03.1920	70.2
04.1920	14.8
05.1920	33.3
06.1920	38.7
07.1920	27.5
08.1920	19.2
09.1920	36.3
10.1920	49.6
11.1920	27.2
12.1920	29.9
01.1921	31.5
02.1921	28.3
03.1921	26.7
04.1921	32.4
05.1921	22.2
06.1921	33.7
07.1921	41.9
08.1921	22.8
09.1921	17.8
10.1921	18.2
11.1921	17.8
12.1921	20.3
01.1922	11.8
02.1922	26.4
03.1922	54.7
04.1922	11.0
05.1922	8.0
06.1922	5.8
07.1922	10.9
08.1922	6.5
09.1922	4.7
10.1922	6.2
11.1922	7.4
12.1922	17.5
01.1923	4.5
02.1923	1.5
03.1923	3.3
04.1923	6.1
05.1923	3.2
06.1923	9.1
07.1923	3.5
08.1923	0.5
09.1923	13.2
10.1923	11.6
11.1923	10.0
12.1923	2.8
01.1924	0.5
02.1924	5.1
03.1924	1.8
04.1924	11.3
05.1924	20.8
06.1924	24.0
07.1924	28.1
08.1924	19.3
09.1924	25.1
10.1924	25.6
11.1924	22.5
12.1924	16.5
01.1925	5.5
02.1925	23.2
03.1925	18.0
04.1925	31.7
05.1925	42.8
06.1925	47.5
07.1925	38.5
08.1925	37.9
09.1925	60.2
10.1925	69.2
11.1925	58.6
12.1925	98.6
01.1926	71.8
02.1926	69.9
03.1926	62.5
04.1926	38.5
05.1926	64.3
06.1926	73.5
07.1926	52.3
08.1926	61.6
09.1926	60.8
10.1926	71.5
11.1926	60.5
12.1926	79.4
01.1927	81.6
02.1927	93.0
03.1927	69.6
04.1927	93.5
05.1927	79.1
06.1927	59.1
07.1927	54.9
08.1927	53.8
09.1927	68.4
10.1927	63.1
11.1927	67.2
12.1927	45.2
01.1928	83.5
02.1928	73.5
03.1928	85.4
04.1928	80.6
05.1928	77.0
06.1928	91.4
07.1928	98.0
08.1928	83.8
09.1928	89.7
10.1928	61.4
11.1928	50.3
12.1928	59.0
01.1929	68.9
02.1929	62.8
03.1929	50.2
04.1929	52.8
05.1929	58.2
06.1929	71.9
07.1929	70.2
08.1929	65.8
09.1929	34.4
10.1929	54.0
11.1929	81.1
12.1929	108.0
01.1930	65.3
02.1930	49.9
03.1930	35.0
04.1930	38.2
05.1930	36.8
06.1930	28.8
07.1930	21.9
08.1930	24.9
09.1930	32.1
10.1930	34.4
11.1930	35.6
12.1930	25.8
01.1931	14.6
02.1931	43.1
03.1931	30.0
04.1931	31.2
05.1931	24.6
06.1931	15.3
07.1931	17.4
08.1931	13.0
09.1931	19.0
10.1931	10.0
11.1931	18.7
12.1931	17.8
01.1932	12.1
02.1932	10.6
03.1932	11.2
04.1932	11.2
05.1932	17.9
06.1932	22.2
07.1932	9.6
08.1932	6.8
09.1932	4.0
10.1932	8.9
11.1932	8.2
12.1932	11.0
01.1933	12.3
02.1933	22.2
03.1933	10.1
04.1933	2.9
05.1933	3.2
06.1933	5.2
07.1933	2.8
08.1933	0.2
09.1933	5.1
10.1933	3.0
11.1933	0.6
12.1933	0.3
01.1934	3.4
02.1934	7.8
03.1934	4.3
04.1934	11.3
05.1934	19.7
06.1934	6.7
07.1934	9.3
08.1934	8.3
09.1934	4.0
10.1934	5.7
11.1934	8.7
12.1934	15.4
01.1935	18.6
02.1935	20.5
03.1935	23.1
04.1935	12.2
05.1935	27.3
06.1935	45.7
07.1935	33.9
08.1935	30.1
09.1935	42.1
10.1935	53.2
11.1935	64.2
12.1935	61.5
01.1936	62.8
02.1936	74.3
03.1936	77.1
04.1936	74.9
05.1936	54.6
06.1936	70.0
07.1936	52.3
08.1936	87.0
09.1936	76.0
10.1936	89.0
11.1936	115.4
12.1936	123.4
01.1937	132.5
02.1937	128.5
03.1937	83.9
04.1937	109.3
05.1937	116.7
06.1937	130.3
07.1937	145.1
08.1937	137.7
09.1937	100.7
10.1937	124.9
11.1937	74.4
12.1937	88.8
01.1938	98.4
02.1938	119.2
03.1938	86.5
04.1938	101.0
05.1938	127.4
06.1938	97.5
07.1938	165.3
08.1938	115.7
09.1938	89.6
10.1938	99.1
11.1938	122.2
12.1938	92.7
01.1939	80.3
02.1939	77.4
03.1939	64.6
04.1939	109.1
05.1939	118.3
06.1939	101.0
07.1939	97.6
08.1939	105.8
09.1939	112.6
10.1939	88.1
11.1939	68.1
12.1939	42.1
01.1940	50.5
02.1940	59.4
03.1940	83.3
04.1940	60.7
05.1940	54.4
06.1940	83.9
07.1940	67.5
08.1940	105.5
09.1940	66.5
10.1940	55.0
11.1940	58.4
12.1940	68.3
01.1941	45.6
02.1941	44.5
03.1941	46.4
04.1941	32.8
05.1941	29.5
06.1941	59.8
07.1941	66.9
08.1941	60.0
09.1941	65.9
10.1941	46.3
11.1941	38.4
12.1941	33.7
01.1942	35.6
02.1942	52.8
03.1942	54.2
04.1942	60.7
05.1942	25.0
06.1942	11.4
07.1942	17.7
08.1942	20.2
09.1942	17.2
10.1942	19.2
11.1942	30.7
12.1942	22.5
01.1943	12.4
02.1943	28.9
03.1943	27.4
04.1943	26.1
05.1943	14.1
06.1943	7.6
07.1943	13.2
08.1943	19.4
09.1943	10.0
10.1943	7.8
11.1943	10.2
12.1943	18.8
01.1944	3.7
02.1944	0.5
03.1944	11.0
04.1944	0.3
05.1944	2.5
06.1944	5.0
07.1944	5.0
08.1944	16.7
09.1944	14.3
10.1944	16.9
11.1944	10.8
12.1944	28.4
01.1945	18.5
02.1945	12.7
03.1945	21.5
04.1945	32.0
05.1945	30.6
06.1945	36.2
07.1945	42.6
08.1945	25.9
09.1945	34.9
10.1945	68.8
11.1945	46.0
12.1945	27.4
01.1946	47.6
02.1946	86.2
03.1946	76.6
04.1946	75.7
05.1946	84.9
06.1946	73.5
07.1946	116.2
08.1946	107.2
09.1946	94.4
10.1946	102.3
11.1946	123.8
12.1946	121.7
01.1947	115.7
02.1947	133.4
03.1947	129.8
04.1947	149.8
05.1947	201.3
06.1947	163.9
07.1947	157.9
08.1947	188.8
09.1947	169.4
10.1947	163.6
11.1947	128.0
12.1947	116.5
01.1948	108.5
02.1948	86.1
03.1948	94.8
04.1948	189.7
05.1948	174.0
06.1948	167.8
07.1948	142.2
08.1948	157.9
09.1948	143.3
10.1948	136.3
11.1948	95.8
12.1948	138.0
01.1949	119.1
02.1949	182.3
03.1949	157.5
04.1949	147.0
05.1949	106.2
06.1949	121.7
07.1949	125.8
08.1949	123.8
09.1949	145.3
10.1949	131.6
11.1949	143.5
12.1949	117.6
01.1950	101.6
02.1950	94.8
03.1950	109.7
04.1950	113.4
05.1950	106.2
06.1950	83.6
07.1950	91.0
08.1950	85.2
09.1950	51.3
10.1950	61.4
11.1950	54.8
12.1950	54.1
01.1951	59.9
02.1951	59.9
03.1951	55.9
04.1951	92.9
05.1951	108.5
06.1951	100.6
07.1951	61.5
08.1951	61.0
09.1951	83.1
10.1951	51.6
11.1951	52.4
12.1951	45.8
01.1952	40.7
02.1952	22.7
03.1952	22.0
04.1952	29.1
05.1952	23.4
06.1952	36.4
07.1952	39.3
08.1952	54.9
09.1952	28.2
10.1952	23.8
11.1952	22.1
12.1952	34.3
01.1953	26.5
02.1953	3.9
03.1953	10.0
04.1953	27.8
05.1953	12.5
06.1953	21.8
07.1953	8.6
08.1953	23.5
09.1953	19.3
10.1953	8.2
11.1953	1.6
12.1953	2.5
01.1954	0.2
02.1954	0.5
03.1954	10.9
04.1954	1.8
05.1954	0.8
06.1954	0.2
07.1954	4.8
08.1954	8.4
09.1954	1.5
10.1954	7.0
11.1954	9.2
12.1954	7.6
01.1955	23.1
02.1955	20.8
03.1955	4.9
04.1955	11.3
05.1955	28.9
06.1955	31.7
07.1955	26.7
08.1955	40.7
09.1955	42.7
10.1955	58.5
11.1955	89.2
12.1955	76.9
01.1956	73.6
02.1956	124.0
03.1956	118.4
04.1956	110.7
05.1956	136.6
06.1956	116.6
07.1956	129.1
08.1956	169.6
09.1956	173.2
10.1956	155.3
11.1956	201.3
12.1956	192.1
01.1957	165.0
02.1957	130.2
03.1957	157.4
04.1957	175.2
05.1957	164.6
06.1957	200.7
07.1957	187.2
08.1957	158.0
09.1957	235.8
10.1957	253.8
11.1957	210.9
12.1957	239.4
01.1958	202.5
02.1958	164.9
03.1958	190.7
04.1958	196.0
05.1958	175.3
06.1958	171.5
07.1958	191.4
08.1958	200.2
09.1958	201.2
10.1958	181.5
11.1958	152.3
12.1958	187.6
01.1959	217.4
02.1959	143.1
03.1959	185.7
04.1959	163.3
05.1959	172.0
06.1959	168.7
07.1959	149.6
08.1959	199.6
09.1959	145.2
10.1959	111.4
11.1959	124.0
12.1959	125.0
01.1960	146.3
02.1960	106.0
03.1960	102.2
04.1960	122.0
05.1960	119.6
06.1960	110.2
07.1960	121.7
08.1960	134.1
09.1960	127.2
10.1960	82.8
11.1960	89.6
12.1960	85.6
01.1961	57.9
02.1961	46.1
03.1961	53.0
04.1961	61.4
05.1961	51.0
06.1961	77.4
07.1961	70.2
08.1961	55.8
09.1961	63.6
10.1961	37.7
11.1961	32.6
12.1961	39.9
01.1962	38.7
02.1962	50.3
03.1962	45.6
04.1962	46.4
05.1962	43.7
06.1962	42.0
07.1962	21.8
08.1962	21.8
09.1962	51.3
10.1962	39.5
11.1962	26.9
12.1962	23.2
01.1963	19.8
02.1963	24.4
03.1963	17.1
04.1963	29.3
05.1963	43.0
06.1963	35.9
07.1963	19.6
08.1963	33.2
09.1963	38.8
10.1963	35.3
11.1963	23.4
12.1963	14.9
01.1964	15.3
02.1964	17.7
03.1964	16.5
04.1964	8.6
05.1964	9.5
06.1964	9.1
07.1964	3.1
08.1964	9.3
09.1964	4.7
10.1964	6.1
11.1964	7.4
12.1964	15.1
01.1965	17.5
02.1965	14.2
03.1965	11.7
04.1965	6.8
05.1965	24.1
06.1965	15.9
07.1965	11.9
08.1965	8.9
09.1965	16.8
10.1965	20.1
11.1965	15.8
12.1965	17.0
01.1966	28.2
02.1966	24.4
03.1966	25.3
04.1966	48.7
05.1966	45.3
06.1966	47.7
07.1966	56.7
08.1966	51.2
09.1966	50.2
10.1966	57.2
11.1966	57.2
12.1966	70.4
01.1967	110.9
02.1967	93.6
03.1967	111.8
04.1967	69.5
05.1967	86.5
06.1967	67.3
07.1967	91.5
08.1967	107.2
09.1967	76.8
10.1967	88.2
11.1967	94.3
12.1967	126.4
01.1968	121.8
02.1968	111.9
03.1968	92.2
04.1968	81.2
05.1968	127.2
06.1968	110.3
07.1968	96.1
08.1968	109.3
09.1968	117.2
10.1968	107.7
11.1968	86.0
12.1968	109.8
01.1969	104.4
02.1969	120.5
03.1969	135.8
04.1969	106.8
05.1969	120.0
06.1969	106.0
07.1969	96.8
08.1969	98.0
09.1969	91.3
10.1969	95.7
11.1969	93.5
12.1969	97.9
01.1970	111.5
02.1970	127.8
03.1970	102.9
04.1970	109.5
05.1970	127.5
06.1970	106.8
07.1970	112.5
08.1970	93.0
09.1970	99.5
10.1970	86.6
11.1970	95.2
12.1970	83.5
01.1971	91.3
02.1971	79.0
03.1971	60.7
04.1971	71.8
05.1971	57.5
06.1971	49.8
07.1971	81.0
08.1971	61.4
09.1971	50.2
10.1971	51.7
11.1971	63.2
12.1971	82.2
01.1972	61.5
02.1972	88.4
03.1972	80.1
04.1972	63.2
05.1972	80.5
06.1972	88.0
07.1972	76.5
08.1972	76.8
09.1972	64.0
10.1972	61.3
11.1972	41.6
12.1972	45.3
01.1973	43.4
02.1973	42.9
03.1973	46.0
04.1973	57.7
05.1973	42.4
06.1973	37.5
07.1973	23.1
08.1973	25.6
09.1973	59.3
10.1973	30.7
11.1973	23.9
12.1973	23.3
01.1974	27.6
02.1974	26.0
03.1974	21.3
04.1974	40.3
05.1974	39.5
06.1974	36.0
07.1974	55.8
08.1974	33.6
09.1974	40.2
10.1974	47.1
11.1974	25.0
12.1974	20.5
01.1975	18.9
02.1975	11.5
03.1975	11.5
04.1975	5.1
05.1975	9.0
06.1975	11.4
07.1975	28.2
08.1975	39.7
09.1975	13.9
10.1975	9.1
11.1975	19.4
12.1975	7.8
01.1976	8.1
02.1976	4.3
03.1976	21.9
04.1976	18.8
05.1976	12.4
06.1976	12.2
07.1976	1.9
08.1976	16.4
09.1976	13.5
10.1976	20.6
11.1976	5.2
12.1976	15.3
01.1977	16.4
02.1977	23.1
03.1977	8.7
04.1977	12.9
05.1977	18.6
06.1977	38.5
07.1977	21.4
08.1977	30.1
09.1977	44.0
10.1977	43.8
11.1977	29.1
12.1977	43.2
01.1978	51.9
02.1978	93.6
03.1978	76.5
04.1978	99.7
05.1978	82.7
06.1978	95.1
07.1978	70.4
08.1978	58.1
09.1978	138.2
10.1978	125.1
11.1978	97.9
12.1978	122.7
01.1979	166.6
02.1979	137.5
03.1979	138.0
04.1979	101.5
05.1979	134.4
06.1979	149.5
07.1979	159.4
08.1979	142.2
09.1979	188.4
10.1979	186.2
11.1979	183.3
12.1979	176.3
01.1980	159.6
02.1980	155.0
03.1980	126.2
04.1980	164.1
05.1980	179.9
06.1980	157.3
07.1980	136.3
08.1980	135.4
09.1980	155.0
10.1980	164.7
11.1980	147.9
12.1980	174.4
01.1981	114.0
02.1981	141.3
03.1981	135.5
04.1981	156.4
05.1981	127.5
06.1981	90.9
07.1981	143.8
08.1981	158.7
09.1981	167.3
10.1981	162.4
11.1981	137.5
12.1981	150.1
01.1982	111.2
02.1982	163.6
03.1982	153.8
04.1982	122.0
05.1982	82.2
06.1982	110.4
07.1982	106.1
08.1982	107.6
09.1982	118.8
10.1982	94.7
11.1982	98.1
12.1982	127.0
01.1983	84.3
02.1983	51.0
03.1983	66.5
04.1983	80.7
05.1983	99.2
06.1983	91.1
07.1983	82.2
08.1983	71.8
09.1983	50.3
10.1983	55.8
11.1983	33.3
12.1983	33.4
01.1984	57.0
02.1984	85.4
03.1984	83.5
04.1984	69.7
05.1984	76.4
06.1984	46.1
07.1984	37.4
08.1984	25.5
09.1984	15.7
10.1984	12.0
11.1984	22.8
12.1984	18.7
01.1985	16.5
02.1985	15.9
03.1985	17.2
04.1985	16.2
05.1985	27.5
06.1985	24.2
07.1985	30.7
08.1985	11.1
09.1985	3.9
10.1985	18.6
11.1985	16.2
12.1985	17.3
01.1986	2.5
02.1986	23.2
03.1986	15.1
04.1986	18.5
05.1986	13.7
06.1986	1.1
07.1986	18.1
08.1986	7.4
09.1986	3.8
10.1986	35.4
11.1986	15.2
12.1986	6.8
01.1987	10.4
02.1987	2.4
03.1987	14.7
04.1987	39.6
05.1987	33.0
06.1987	17.4
07.1987	33.0
08.1987	38.7
09.1987	33.9
10.1987	60.6
11.1987	39.9
12.1987	27.1
01.1988	59.0
02.1988	40.0
03.1988	76.2
04.1988	88.0
05.1988	60.1
06.1988	101.8
07.1988	113.8
08.1988	111.6
09.1988	120.1
10.1988	125.1
11.1988	125.1
12.1988	179.2
01.1989	161.3
02.1989	165.1
03.1989	131.4
04.1989	130.6
05.1989	138.5
06.1989	196.2
07.1989	126.9
08.1989	168.9
09.1989	176.7
10.1989	159.4
11.1989	173.0
12.1989	165.5
01.1990	177.3
02.1990	130.5
03.1990	140.3
04.1990	140.3
05.1990	132.2
06.1990	105.4
07.1990	149.4
08.1990	200.3
09.1990	125.2
10.1990	145.5
11.1990	131.4
12.1990	129.7
01.1991	136.9
02.1991	167.5
03.1991	141.9
04.1991	140.0
05.1991	121.3
06.1991	169.7
07.1991	173.7
08.1991	176.3
09.1991	125.3
10.1991	144.1
11.1991	108.2
12.1991	144.4
01.1992	150.0
02.1992	161.1
03.1992	106.7
04.1992	99.8
05.1992	73.8
06.1992	65.2
07.1992	85.7
08.1992	64.5
09.1992	63.9
10.1992	88.7
11.1992	91.8
12.1992	82.6
01.1993	59.3
02.1993	91.0
03.1993	69.8
04.1993	62.2
05.1993	61.3
06.1993	49.8
07.1993	57.9
08.1993	42.2
09.1993	22.4
10.1993	56.4
11.1993	35.6
12.1993	48.9
01.1994	57.8
02.1994	35.5
03.1994	31.7
04.1994	16.1
05.1994	17.8
06.1994	28.0
07.1994	35.1
08.1994	22.5
09.1994	25.7
10.1994	44.0
11.1994	18.0
12.1994	26.2
01.1995	24.2
02.1995	29.9
03.1995	31.1
04.1995	14.0
05.1995	14.5
06.1995	15.6
07.1995	14.5
08.1995	14.3
09.1995	11.8
10.1995	21.1
11.1995	9.0
12.1995	10.0
01.1996	11.5
02.1996	4.4
03.1996	9.2
04.1996	4.8
05.1996	5.5
06.1996	11.8
07.1996	8.2
08.1996	14.4
09.1996	1.6
10.1996	0.9
11.1996	17.9
12.1996	13.3
01.1997	5.7
02.1997	7.6
03.1997	8.7
04.1997	15.5
05.1997	18.5
06.1997	12.7
07.1997	10.4
08.1997	24.4
09.1997	51.3
10.1997	23.8
11.1997	39.0
12.1997	41.2
01.1998	31.9
02.1998	40.3
03.1998	54.8
04.1998	53.4
05.1998	56.3
06.1998	70.7
07.1998	66.6
08.1998	92.2
09.1998	92.9
10.1998	55.5
11.1998	74.0
12.1998	81.9
01.1999	62.0
02.1999	66.3
03.1999	68.8
04.1999	63.7
05.1999	106.4
06.1999	137.7
07.1999	113.5
08.1999	93.7
09.1999	71.5
10.1999	116.7
11.1999	133.2
12.1999	84.6
01.2000	90.1
02.2000	112.9
03.2000	138.5
04.2000	125.5
05.2000	121.6
06.2000	124.9
07.2000	170.1
08.2000	130.5
09.2000	109.7
10.2000	99.4
11.2000	106.8
12.2000	104.4
01.2001	95.6
02.2001	80.6
03.2001	113.5
04.2001	107.7
05.2001	96.6
06.2001	134.0
07.2001	81.8
08.2001	106.4
09.2001	150.7
10.2001	125.5
11.2001	106.5
12.2001	132.2
01.2002	114.1
02.2002	107.4
03.2002	98.4
04.2002	120.7
05.2002	120.8
06.2002	88.3
07.2002	99.6
08.2002	116.4
09.2002	109.6
10.2002	97.5
11.2002	95.5
12.2002	80.8
01.2003	79.7
02.2003	46.0
03.2003	61.1
04.2003	60.0
05.2003	54.6
06.2003	77.4
07.2003	83.3
08.2003	72.7
09.2003	48.7
10.2003	65.5
11.2003	67.3
12.2003	46.5
01.2004	37.3
02.2004	45.8
03.2004	49.1
04.2004	39.3
05.2004	41.5
06.2004	43.2
07.2004	51.1
08.2004	40.9
09.2004	27.7
10.2004	48.0
11.2004	43.5
12.2004	17.9
01.2005	31.3
02.2005	29.2
03.2005	24.5
04.2005	24.2
05.2005	42.7
06.2005	39.3
07.2005	40.1
08.2005	36.4
09.2005	21.9
10.2005	8.7
11.2005	18.0
12.2005	41.1
01.2006	15.3
02.2006	4.9
03.2006	10.6
04.2006	30.2
05.2006	22.3
06.2006	13.9
07.2006	12.2
08.2006	12.9
09.2006	14.4
10.2006	10.5
11.2006	21.4
12.2006	13.6
01.2007	16.8
02.2007	10.7
03.2007	4.5
04.2007	3.4
05.2007	11.7
06.2007	12.1
07.2007	9.7
08.2007	6.0
